CCLE Cell Line Name	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	LBW242	Lapatinib	Nilotinib	Nutlin-3	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	Paclitaxel	Panobinostat	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
SNU1_STOMACH	1.12	-0.10	-0.49	0.56	-0.42	-1.11	-0.14	-0.89	-0.30	0.06	1.64	1.30	0.83	0.15	-0.98	-0.54	-0.23	-0.38	0.49	0.64	0.16	0.26	0.58	-1.12
SNU387_LIVER	-0.33	-0.02	0.06	-0.71	0.30	-1.11	0.07	0.19	0.21	-0.69	0.97	-0.69	-0.86	0.23	1.92	1.32	-0.35	-0.69	-1.71	0.33	-0.52	-0.93	-1.55	-0.69
SNU398_LIVER	-0.83	-0.73	-0.48	0.07	-0.95	-1.11	1.74	1.23	-0.62	-0.69	0.76	0.36	-0.86	0.34	0.10	0.38	1.36	0.05	-0.02	0.29	0.74	0.24	0.55	-0.65
SNU423_LIVER	-1.28	-1.50	-1.23	-0.83	-0.98	-1.11	0.24	-0.03	-0.73	-0.57	-0.85	-1.04	0.09	-0.54	0.58	-0.63	-0.20	-1.36	-0.90	-0.95	-1.30	-1.00	-1.63	-1.33
SNU449_LIVER	-1.77	-0.24	-0.47	-0.96	-0.45	-0.15	-0.74	-0.38	-0.77	-0.33	-0.21	-0.80	-0.86	-0.79	-0.87	-0.18	-2.58	-1.10	-0.71	-0.11	-1.11	-1.24	-1.30	-0.04
SNU475_LIVER	0.55	0.73	-0.42	-0.34	0.11	-1.11	0.09	2.31	0.28	-0.69	0.81	-0.63	-0.86	-0.05	0.94	0.35	-0.15	-0.62	0.67	0.92	-0.48	0.24	-0.33	-0.72
SNUC2A_LARGE_INTESTINE	-0.62	-0.34	0.44	-0.00	-0.25	-1.11	-0.74	0.72	-0.65	-0.56	0.04	-0.00	-0.15	-0.33	-0.36	-0.70	-0.95	-1.20	-0.66	0.20	0.06	-1.14	-0.58	-0.41
SNUC2B	-0.26	-0.15	0.27	1.09	-0.47	-1.11	0.27	2.68	1.38	0.40	0.08	0.48	-0.47	0.01	-0.58	0.01	0.13	-0.53	-0.94	-0.62	-0.21	-0.22	0.21	1.32
SQ1_LUNG	0.71	0.04	1.22	-0.33	0.53	-1.11	0.14	3.66	-0.01	-0.69	-1.01	-0.52	-0.86	-1.14	1.85	0.07	-0.46	0.67	-1.71	0.23	-0.63	0.14	-0.69	1.56
SU8686_PANCREAS	-0.89	-0.45	-0.86	-0.61	-0.69	-1.11	-0.72	0.27	-0.91	-0.69	-0.82	-0.77	-0.86	-0.75	-0.44	-0.46	-0.81	-0.57	-0.32	-0.66	-1.23	-1.33	0.11	-0.89
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.48	-0.02	-0.65	-0.78	-0.88	0.73	1.62	-0.78	0.17	-0.27	-0.99	-0.03	1.30	0.27	-0.86	-0.80	1.55	1.17	-0.70	-1.04	-0.13	0.63	0.91	1.13
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.32	1.18	3.43	0.35	0.62	1.75	1.82	1.56	0.92	1.29	3.06	-0.82	3.19	2.15	3.93	2.50	1.33	1.67	0.13	2.45	1.28	1.65	1.90	1.57
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.11	0.12	1.03	-0.69	-0.37	1.33	5.28	0.74	1.11	1.03	-0.56	-0.71	2.06	0.78	2.89	1.47	1.73	2.00	-0.01	0.58	-0.13	0.98	0.88	0.59
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.70	1.03	0.27	0.21	0.11	2.08	1.48	0.85	0.41	1.15	0.59	-0.26	3.07	1.05	1.62	2.02	1.20	2.19	0.44	2.02	0.54	0.51	2.01	0.74
SUIT2_PANCREAS	-1.00	-0.20	0.03	0.65	0.51	0.86	-0.64	-0.69	-0.77	-0.62	-0.56	0.78	-0.29	-0.84	-0.58	-0.36	-1.46	-1.32	0.56	0.14	-0.41	-0.05	0.50	-0.62
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.71	-1.40	-1.29	-0.26	-0.98	1.77	-0.02	3.50	-1.05	-0.49	-0.46	-0.25	0.33	1.71	0.11	-0.62	1.83	1.27	-1.06	-0.98	3.23	-1.46	1.14	-1.12
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.81	-0.28	-0.58	-1.12	-0.39	-1.11	-0.71	-0.28	-0.69	0.12	-0.17	-0.98	-0.11	-0.83	-0.65	-0.24	0.02	-0.27	-1.40	-0.96	-0.80	-1.32	1.14	-0.10
SW1088_CENTRAL_NERVOUS_SYSTEM	-0.57	-1.56	-0.92	-1.15	-0.81	-1.11	-0.10	-1.01	0.03	0.14	-1.15	-1.27	-0.61	-0.83	-0.92	-0.01	-0.15	-1.57	-0.15	-0.92	-0.95	-0.17	-1.73	-1.30
SW1271_LUNG	-0.74	0.45	0.42	0.30	-0.85	0.63	-0.60	0.75	-0.86	0.14	0.42	0.24	-0.42	-0.03	0.64	0.04	-0.77	-0.90	-0.05	-0.49	-0.60	-1.37	0.22	-0.28
SW1353_BONE	-0.26	-0.51	-0.63	-0.34	-0.67	0.41	-0.70	-0.58	-0.53	-0.50	0.01	-0.35	-0.07	-0.15	-0.55	-0.11	0.14	0.15	0.11	-0.48	0.64	-0.17	-0.52	-0.75
SW1417_LARGE_INTESTINE	0.72	0.75	2.00	0.97	-0.48	-1.11	-0.10	-0.42	0.36	-0.69	-0.33	1.14	-0.16	-0.32	0.41	2.02	-0.03	0.05	0.39	0.56	0.09	-0.49	0.59	0.47
SW1573_LUNG	-1.30	0.49	-0.39	-0.33	-0.44	-1.11	-0.20	-0.30	-0.58	-0.69	-0.14	-0.34	-0.86	-0.10	-0.19	-0.09	-1.04	-0.44	-1.71	-0.43	0.16	0.16	1.34	-0.81
SW1990_PANCREAS	0.54	0.03	0.42	0.23	-0.05	-1.11	-0.70	-0.77	0.20	0.32	1.62	0.75	-0.35	0.59	-0.86	0.34	-0.37	-0.77	0.41	-0.95	0.47	-0.19	1.02	-0.74
SW403_LARGE_INTESTINE	0.94	1.61	0.17	1.42	0.66	0.54	-0.21	1.31	1.78	-0.30	-0.49	2.06	0.88	0.29	-0.51	-0.54	0.51	0.87	-0.85	-1.07	1.08	-0.56	1.41	0.56
SW480_LARGE_INTESTINE	-1.12	0.64	-1.14	0.83	-0.53	0.24	-0.64	-0.94	-0.65	-0.57	0.19	0.94	-0.67	-0.65	-0.98	-0.65	-1.21	-0.66	-0.14	-0.36	-0.39	-0.05	0.01	-0.81
SW48_LARGE_INTESTINE	2.39	1.95	0.87	2.99	3.07	1.38	0.93	-0.37	3.19	-0.18	1.14	2.37	1.98	0.26	-0.73	-0.80	1.10	0.34	-0.36	-0.05	2.24	1.00	0.85	2.51
SW579_THYROID	1.21	-1.03	0.71	-0.87	-0.42	0.86	-0.74	0.21	-0.71	0.75	0.88	-0.39	-0.39	-0.55	-0.72	0.25	0.33	0.01	0.53	2.38	0.04	2.05	0.39	1.32
SW620_LARGE_INTESTINE	1.51	0.71	-1.17	1.90	-0.98	1.01	-0.74	-0.95	-1.05	-0.48	-0.19	1.95	0.43	0.65	-0.98	-0.64	0.64	0.53	-0.15	-0.28	0.78	0.23	0.48	0.14
SW780_URINARY_TRACT	-0.38	0.14	-0.99	0.48	0.45	0.25	-0.74	0.27	-0.04	-0.37	0.58	0.56	-0.40	-0.73	-0.26	-0.58	0.25	-1.13	-1.02	-0.84	0.05	0.41	-0.77	-0.93
SW900_LUNG	-0.80	-1.22	-0.82	-0.88	-0.76	-1.11	-0.68	-0.32	-0.40	-0.22	-0.46	-0.53	-0.19	-0.36	-0.81	-0.77	-0.51	-2.75	-0.97	-0.19	-1.04	-0.82	-1.49	-1.29
T24_URINARY_TRACT	0.29	-0.43	0.74	0.18	0.43	1.49	0.04	-0.11	-0.41	-0.47	0.63	0.50	0.00	0.29	-0.07	0.74	0.44	0.10	1.87	-0.11	0.58	1.46	0.59	1.02
T3M10_LUNG	1.45	-1.41	-1.25	-0.17	-0.38	-0.26	-0.74	0.66	-0.22	-0.56	-0.56	0.20	-0.45	-0.79	-0.29	-0.57	-0.81	-0.52	0.13	-1.07	-1.49	-0.80	-1.69	0.32
T47D_BREAST	-1.85	-0.18	-0.56	-0.55	-0.70	-1.11	0.03	0.37	-0.17	-0.02	-0.23	-1.30	-0.00	-0.66	-0.39	-0.72	-1.42	0.01	0.07	-0.26	-1.17	-0.81	-0.76	-1.08
T84_LARGE_INTESTINE	-0.83	0.26	0.06	0.21	0.61	0.17	0.34	-0.51	-0.59	0.26	1.17	0.15	0.56	0.21	-0.08	0.05	-0.83	-0.42	-0.68	0.10	1.28	-1.60	-1.41	0.57
T98G_CENTRAL_NERVOUS_SYSTEM	-0.82	0.18	0.56	-0.44	-0.14	-0.63	-0.69	-0.73	-0.56	-0.05	0.02	-0.72	-0.09	-0.84	-0.87	0.22	-0.16	-1.62	-0.01	0.96	-0.13	1.52	-1.34	-0.06
TC71_BONE	-1.36	-1.01	-1.26	-1.13	-0.98	0.95	-0.74	-0.84	-1.05	-0.69	-1.03	-1.30	-0.86	-0.13	-0.98	-0.73	1.27	0.32	-1.40	-1.06	-0.93	-0.16	0.69	-1.11
TCCSUP_URINARY_TRACT	0.98	-1.38	-1.18	-1.15	-0.88	0.27	-0.74	-0.66	-1.05	-0.26	-1.15	-1.18	-0.59	-0.92	0.06	-0.55	0.41	0.04	-0.85	-1.04	-0.49	-0.47	-0.58	-1.38
TE11_OESOPHAGUS	0.01	1.14	1.23	-0.87	2.20	-1.11	-0.74	-0.01	2.36	-0.69	1.50	-0.28	-0.86	0.36	0.53	-0.80	1.60	-0.84	-1.71	-0.06	0.74	1.17	1.46	-1.64
TE15_OESOPHAGUS	0.61	0.73	1.91	1.20	1.68	-1.11	2.23	1.59	1.24	-0.69	0.63	0.68	-0.86	-0.52	2.44	1.79	0.93	0.10	-1.71	-0.28	-0.59	1.08	0.56	1.92
TE1_OESOPHAGUS	0.54	-0.24	0.07	-0.18	0.35	-1.11	-0.58	-0.28	0.03	-0.69	-0.21	-0.60	-0.86	-0.56	0.20	-0.17	-0.80	0.76	-1.71	-0.60	0.05	-0.41	-0.07	-0.57
TE5_OESOPHAGUS	-0.29	-1.02	-0.52	-0.59	-0.62	-1.11	-0.74	0.10	-0.31	-0.69	-0.28	-0.78	-0.86	-0.88	-0.26	-0.70	0.17	-0.98	-1.71	-0.58	-1.26	-0.84	0.61	-0.71
TE617T_SOFT_TISSUE	1.72	0.75	2.56	1.09	1.75	1.44	-0.29	0.44	4.22	1.36	1.98	0.57	1.82	1.64	0.76	-0.74	1.16	0.83	1.27	0.66	0.95	0.27	1.17	1.86
TE9_OESOPHAGUS	0.84	0.08	1.26	-0.38	0.49	1.09	0.56	-0.32	0.89	0.14	-0.19	-0.63	-0.73	-0.69	-0.79	-0.11	1.10	-0.36	-0.13	0.23	0.68	-0.19	0.89	0.20
TEN_ENDOMETRIUM	-0.32	0.05	0.53	-0.57	-0.85	0.46	0.24	0.37	-0.08	0.49	0.65	-1.04	0.31	-0.16	0.11	0.56	-0.89	-0.94	-0.90	-1.07	0.65	-0.79	-0.69	0.13
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-2.06	-0.65	-1.29	-1.10	-0.96	-1.11	-0.74	-1.00	-1.01	-0.69	-1.15	-1.10	-0.30	-1.19	-0.95	-0.80	-2.13	-0.10	-1.59	-1.03	-1.58	-1.45	0.85	-1.27
TOV112D_OVARY	-0.69	-1.00	1.12	-1.06	0.41	1.08	-0.22	-0.89	-0.30	-0.04	0.26	-0.75	0.37	-0.07	-0.30	-0.70	0.81	0.01	0.23	0.78	0.18	0.36	0.81	0.03
TOV21G_OVARY	0.55	-0.96	0.87	-0.04	0.42	0.40	-0.31	0.28	-0.21	-0.49	-0.31	-0.37	-0.55	-0.55	-0.29	0.31	-0.13	-0.65	2.34	0.98	0.01	1.34	-0.16	-0.28
TT2609C02_THYROID	0.58	1.24	0.51	1.57	0.32	0.94	0.65	1.98	-0.34	0.45	-0.57	1.66	1.36	-0.12	-0.71	-0.49	1.11	0.64	2.19	-0.02	1.01	0.80	0.33	-0.64
TYKNU_OVARY	0.32	0.10	-0.22	-0.60	-0.65	1.07	-0.54	0.78	-0.19	-0.50	-1.15	-0.14	-0.09	0.03	-0.83	-0.61	-0.07	0.36	-0.06	-0.06	-0.31	-0.42	0.40	0.10
U118MG_CENTRAL_NERVOUS_SYSTEM	0.05	-0.83	-1.09	-1.03	-0.89	0.62	-0.68	0.22	-0.98	-0.63	-0.69	-1.02	-0.24	-0.52	-0.98	-0.65	-0.33	-0.25	-0.36	-0.62	-0.26	-0.39	-0.06	-0.44
U2OS_BONE	1.23	0.81	0.47	-0.11	-0.21	0.41	1.41	-0.57	0.07	0.21	1.07	-0.14	-0.22	0.45	-0.51	0.32	-0.04	0.86	-0.20	-0.01	0.01	-0.17	-0.24	1.41
U87MG_CENTRAL_NERVOUS_SYSTEM	0.10	-1.19	-1.25	-0.74	-0.87	-0.25	-0.74	-0.75	-0.21	-0.33	-0.06	-0.40	0.23	0.26	-0.14	-0.76	-0.68	-1.03	0.00	-0.68	-0.96	-0.79	-1.03	-1.31
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.22	-0.30	-0.53	-0.16	-0.11	0.97	1.75	-0.63	-0.46	0.03	-0.60	-0.26	0.87	-0.39	0.51	-0.23	1.70	0.74	-0.23	0.30	-0.88	-0.29	0.50	-0.45
UACC257_SKIN	-1.13	-0.75	-0.89	1.43	-0.98	-1.11	-0.37	-0.63	-1.03	-0.69	-0.12	1.62	-0.86	-1.02	-0.48	2.65	-1.20	-0.32	-0.16	-0.39	-1.05	-1.07	-0.66	-0.32
UACC62_SKIN	1.09	-0.27	0.08	2.26	0.11	-1.11	-0.74	0.28	-0.19	-0.69	1.31	2.09	-0.86	-0.00	0.63	4.22	0.09	0.36	0.72	-0.31	0.04	-0.35	0.71	-0.77
UACC812_BREAST	-0.25	-1.05	-0.48	-0.34	-0.28	-0.12	-0.63	-0.86	0.97	0.26	-0.48	-0.55	-0.28	-1.15	-0.75	-0.80	-0.91	-0.69	-0.83	-0.54	-0.75	-1.59	-1.28	-0.47
UMUC3_URINARY_TRACT	-0.10	-1.61	-0.37	-0.69	-0.98	0.40	-0.74	-0.25	-1.05	-0.53	-0.49	-0.64	-0.35	-0.91	-0.71	-0.35	0.20	-1.07	-1.13	-0.58	-1.23	-1.04	-0.40	-0.31
VMRCLCD_LUNG	0.13	0.33	0.62	-0.57	-0.58	-1.11	-0.09	0.69	-0.51	0.52	0.35	-0.61	1.50	1.32	0.73	-0.06	1.01	1.69	-1.16	0.54	0.75	0.00	-0.55	-0.38
VMRCRCW_KIDNEY	-2.84	2.33	0.60	-1.12	-0.67	0.59	-0.39	0.93	1.06	0.45	-0.79	-1.30	-0.71	1.74	0.58	-0.77	-3.14	1.79	-1.19	0.67	-0.04	0.01	-2.16	0.96
VMRCRCZ_KIDNEY	-1.05	0.47	1.09	0.03	0.45	-0.36	0.65	-0.61	-0.24	-0.57	-0.36	-0.03	0.24	-0.21	-0.75	-0.01	-0.95	-0.59	0.38	0.48	0.17	0.39	-0.69	0.32
WM115_SKIN	0.35	-1.43	-1.23	0.24	-0.82	-1.11	-0.27	1.63	-0.88	-0.69	-0.88	0.12	-0.86	-1.24	-0.25	0.35	-1.25	-1.07	-1.02	-0.45	-1.48	-1.11	-1.64	-0.48
WM1799_SKIN	0.35	-0.43	0.35	1.41	0.10	0.29	-0.03	0.14	-0.45	0.61	1.12	1.34	0.87	-0.65	0.19	2.47	-0.24	-0.91	1.55	0.88	-0.37	0.27	0.08	-0.23
WM2664_SKIN	2.12	-1.04	-1.29	1.83	-0.84	-1.11	-0.49	-0.77	-0.82	-0.69	0.47	2.06	-0.86	-0.19	-0.75	1.86	-0.84	0.66	0.66	-0.84	-1.01	-0.54	0.34	0.18
WM793_SKIN	2.16	0.35	-0.14	0.64	-0.87	1.46	0.70	1.69	0.00	0.24	0.74	0.80	1.56	-0.12	0.64	1.52	0.32	-0.33	1.09	-0.74	-0.39	0.44	0.55	0.24
WM88_SKIN	1.16	1.03	-0.62	2.48	-0.60	1.00	-0.30	-0.88	-0.88	0.22	0.20	2.98	0.09	-0.38	-0.65	4.91	-0.10	-0.12	1.88	0.31	-0.78	0.33	-0.07	-0.64
WM983B_SKIN	0.53	2.13	1.93	3.01	0.57	0.31	0.43	0.93	2.44	1.85	2.58	3.05	4.39	1.45	1.56	4.41	0.37	0.16	2.72	1.73	2.25	1.38	-0.06	1.58
YKG1_CENTRAL_NERVOUS_SYSTEM	-0.54	-0.82	0.87	-0.43	-0.86	-0.03	0.21	-0.30	-1.05	-0.03	-0.90	-0.71	0.23	-0.35	-0.95	-0.40	0.28	-0.26	-1.71	-0.69	-0.64	-0.55	-1.24	-1.06
ZR751_BREAST	1.04	0.33	0.24	-0.51	0.88	-1.11	0.74	0.49	-0.41	-0.69	1.08	-0.20	-0.86	-0.26	1.15	0.14	-0.55	0.33	-0.99	0.54	-0.77	-0.17	0.46	0.04
ZR7530_BREAST	-1.03	-1.53	-1.29	-1.11	-0.92	-0.14	-0.74	-0.70	3.68	-0.17	-0.96	-1.30	-0.75	-1.17	-0.54	-0.76	-2.29	-0.10	0.22	0.45	-1.19	0.31	-2.33	-0.99
